Event Index,UTC Timestamp,UTC Date,Local Timestamp,Local Timezone,Local Date,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,Randomise questionnaire elements?,Question Key,Response
11,1650506734715,21/04/2022 02:05:34,1650506734137,-5,20/04/2022 21:05:34,86280,3,questionnaire-j7ji,,21399378,BLIND,6330688,,complete,,,mobile,Apple iPhone,iOS 15.4.1,Mobile Safari 15.4,390x844,390x663,,Ethics Dark Patterns,4,No,response-6,Do not purchase Optional Flight Protection for $30
12,1650506734715,21/04/2022 02:05:34,1650506734138,-5,20/04/2022 21:05:34,86280,3,questionnaire-j7ji,,21399378,BLIND,6330688,,complete,,,mobile,Apple iPhone,iOS 15.4.1,Mobile Safari 15.4,390x844,390x663,,Ethics Dark Patterns,4,No,response-6-quantised,2
13,1650506734715,21/04/2022 02:05:34,1650506734138,-5,20/04/2022 21:05:34,86280,3,questionnaire-j7ji,,21399378,BLIND,6330688,,complete,,,mobile,Apple iPhone,iOS 15.4.1,Mobile Safari 15.4,390x844,390x663,,Ethics Dark Patterns,4,No,response-7,"the same thing, flight insurance incase of cancellation "
14,1650506734715,21/04/2022 02:05:34,1650506734138,-5,20/04/2022 21:05:34,86280,3,questionnaire-j7ji,,21399378,BLIND,6330688,,complete,,,mobile,Apple iPhone,iOS 15.4.1,Mobile Safari 15.4,390x844,390x663,,Ethics Dark Patterns,4,No,response-8-hour,21
15,1650506734715,21/04/2022 02:05:34,1650506734138,-5,20/04/2022 21:05:34,86280,3,questionnaire-j7ji,,21399378,BLIND,6330688,,complete,,,mobile,Apple iPhone,iOS 15.4.1,Mobile Safari 15.4,390x844,390x663,,Ethics Dark Patterns,4,No,response-8-minute,05
16,1650506734715,21/04/2022 02:05:34,1650506734138,-5,20/04/2022 21:05:34,86280,3,questionnaire-j7ji,,21399378,BLIND,6330688,,complete,,,mobile,Apple iPhone,iOS 15.4.1,Mobile Safari 15.4,390x844,390x663,,Ethics Dark Patterns,4,No,END QUESTIONNAIRE,152585
1,1650511661109,21/04/2022 03:27:41,1650511660937,-5,20/04/2022 22:27:40,86280,3,questionnaire-j7ji,,21399819,BLIND,6330780,,live,,,mobile,Apple iPhone,iOS 15.4.1,Mobile Safari 15.4,375x667,375x508,,Ethics Dark Patterns,4,No,BEGIN QUESTIONNAIRE,
1,1650511393691,21/04/2022 03:23:13,1650511393522,-5,20/04/2022 22:23:13,86280,3,questionnaire-j7ji,,21399801,BLIND,6330770,,complete,,,mobile,Apple iPhone,iOS 15.4.1,Mobile Safari 15.4,375x667,375x508,,Ethics Dark Patterns,4,No,BEGIN QUESTIONNAIRE,
2,1650511626411,21/04/2022 03:27:06,1650511625775,-5,20/04/2022 22:27:05,86280,3,questionnaire-j7ji,,21399801,BLIND,6330770,,complete,,,mobile,Apple iPhone,iOS 15.4.1,Mobile Safari 15.4,375x667,375x508,,Ethics Dark Patterns,4,No,response-1,18-24 years old
3,1650511626554,21/04/2022 03:27:06,1650511625810,-5,20/04/2022 22:27:05,86280,3,questionnaire-j7ji,,21399801,BLIND,6330770,,complete,,,mobile,Apple iPhone,iOS 15.4.1,Mobile Safari 15.4,375x667,375x508,,Ethics Dark Patterns,4,No,response-1-quantised,3
4,1650511626554,21/04/2022 03:27:06,1650511625810,-5,20/04/2022 22:27:05,86280,3,questionnaire-j7ji,,21399801,BLIND,6330770,,complete,,,mobile,Apple iPhone,iOS 15.4.1,Mobile Safari 15.4,375x667,375x508,,Ethics Dark Patterns,4,No,response-2-hour,22
5,1650511626554,21/04/2022 03:27:06,1650511625810,-5,20/04/2022 22:27:05,86280,3,questionnaire-j7ji,,21399801,BLIND,6330770,,complete,,,mobile,Apple iPhone,iOS 15.4.1,Mobile Safari 15.4,375x667,375x508,,Ethics Dark Patterns,4,No,response-2-minute,23
6,1650511626554,21/04/2022 03:27:06,1650511625811,-5,20/04/2022 22:27:05,86280,3,questionnaire-j7ji,,21399801,BLIND,6330770,,complete,,,mobile,Apple iPhone,iOS 15.4.1,Mobile Safari 15.4,375x667,375x508,,Ethics Dark Patterns,4,No,response-3,"""No I don't want to protect my $350 trip"""
7,1650511626554,21/04/2022 03:27:06,1650511625811,-5,20/04/2022 22:27:05,86280,3,questionnaire-j7ji,,21399801,BLIND,6330770,,complete,,,mobile,Apple iPhone,iOS 15.4.1,Mobile Safari 15.4,375x667,375x508,,Ethics Dark Patterns,4,No,response-3-quantised,2
8,1650511626554,21/04/2022 03:27:06,1650511625811,-5,20/04/2022 22:27:05,86280,3,questionnaire-j7ji,,21399801,BLIND,6330770,,complete,,,mobile,Apple iPhone,iOS 15.4.1,Mobile Safari 15.4,375x667,375x508,,Ethics Dark Patterns,4,No,response-4,Flight protection
9,1650511626554,21/04/2022 03:27:06,1650511625811,-5,20/04/2022 22:27:05,86280,3,questionnaire-j7ji,,21399801,BLIND,6330770,,complete,,,mobile,Apple iPhone,iOS 15.4.1,Mobile Safari 15.4,375x667,375x508,,Ethics Dark Patterns,4,No,response-5-hour,22
10,1650511626554,21/04/2022 03:27:06,1650511625811,-5,20/04/2022 22:27:05,86280,3,questionnaire-j7ji,,21399801,BLIND,6330770,,complete,,,mobile,Apple iPhone,iOS 15.4.1,Mobile Safari 15.4,375x667,375x508,,Ethics Dark Patterns,4,No,response-5-minute,23
11,1650511626554,21/04/2022 03:27:06,1650511625811,-5,20/04/2022 22:27:05,86280,3,questionnaire-j7ji,,21399801,BLIND,6330770,,complete,,,mobile,Apple iPhone,iOS 15.4.1,Mobile Safari 15.4,375x667,375x508,,Ethics Dark Patterns,4,No,response-6,Do not purchase Optional Flight Protection for $30
12,1650511626554,21/04/2022 03:27:06,1650511625811,-5,20/04/2022 22:27:05,86280,3,questionnaire-j7ji,,21399801,BLIND,6330770,,complete,,,mobile,Apple iPhone,iOS 15.4.1,Mobile Safari 15.4,375x667,375x508,,Ethics Dark Patterns,4,No,response-6-quantised,2
13,1650511626554,21/04/2022 03:27:06,1650511625811,-5,20/04/2022 22:27:05,86280,3,questionnaire-j7ji,,21399801,BLIND,6330770,,complete,,,mobile,Apple iPhone,iOS 15.4.1,Mobile Safari 15.4,375x667,375x508,,Ethics Dark Patterns,4,No,response-7,Flight protection
14,1650511626554,21/04/2022 03:27:06,1650511625811,-5,20/04/2022 22:27:05,86280,3,questionnaire-j7ji,,21399801,BLIND,6330770,,complete,,,mobile,Apple iPhone,iOS 15.4.1,Mobile Safari 15.4,375x667,375x508,,Ethics Dark Patterns,4,No,response-8-hour,22
15,1650511626554,21/04/2022 03:27:06,1650511625811,-5,20/04/2022 22:27:05,86280,3,questionnaire-j7ji,,21399801,BLIND,6330770,,complete,,,mobile,Apple iPhone,iOS 15.4.1,Mobile Safari 15.4,375x667,375x508,,Ethics Dark Patterns,4,No,response-8-minute,23
16,1650511626554,21/04/2022 03:27:06,1650511625811,-5,20/04/2022 22:27:05,86280,3,questionnaire-j7ji,,21399801,BLIND,6330770,,complete,,,mobile,Apple iPhone,iOS 15.4.1,Mobile Safari 15.4,375x667,375x508,,Ethics Dark Patterns,4,No,END QUESTIONNAIRE,232289
1,1650508492092,21/04/2022 02:34:52,1650508491922,-5,20/04/2022 21:34:51,86280,3,questionnaire-j7ji,,21399572,BLIND,6330725,,complete,,,mobile,Apple iPhone,iOS 15.3.1,Mobile Safari 15.3,428x926,428x746,,Ethics Dark Patterns,4,No,BEGIN QUESTIONNAIRE,
2,1650508556266,21/04/2022 02:35:56,1650508555722,-5,20/04/2022 21:35:55,86280,3,questionnaire-j7ji,,21399572,BLIND,6330725,,complete,,,mobile,Apple iPhone,iOS 15.3.1,Mobile Safari 15.3,428x926,428x746,,Ethics Dark Patterns,4,No,response-1,18-24 years old
3,1650508556471,21/04/2022 02:35:56,1650508555725,-5,20/04/2022 21:35:55,86280,3,questionnaire-j7ji,,21399572,BLIND,6330725,,complete,,,mobile,Apple iPhone,iOS 15.3.1,Mobile Safari 15.3,428x926,428x746,,Ethics Dark Patterns,4,No,response-1-quantised,3
4,1650508556471,21/04/2022 02:35:56,1650508555725,-5,20/04/2022 21:35:55,86280,3,questionnaire-j7ji,,21399572,BLIND,6330725,,complete,,,mobile,Apple iPhone,iOS 15.3.1,Mobile Safari 15.3,428x926,428x746,,Ethics Dark Patterns,4,No,response-2-hour,09
5,1650508556471,21/04/2022 02:35:56,1650508555725,-5,20/04/2022 21:35:55,86280,3,questionnaire-j7ji,,21399572,BLIND,6330725,,complete,,,mobile,Apple iPhone,iOS 15.3.1,Mobile Safari 15.3,428x926,428x746,,Ethics Dark Patterns,4,No,response-2-minute,34
6,1650508556471,21/04/2022 02:35:56,1650508555725,-5,20/04/2022 21:35:55,86280,3,questionnaire-j7ji,,21399572,BLIND,6330725,,complete,,,mobile,Apple iPhone,iOS 15.3.1,Mobile Safari 15.3,428x926,428x746,,Ethics Dark Patterns,4,No,response-3,"""No I don't want to protect my $350 trip"""
7,1650508556471,21/04/2022 02:35:56,1650508555725,-5,20/04/2022 21:35:55,86280,3,questionnaire-j7ji,,21399572,BLIND,6330725,,complete,,,mobile,Apple iPhone,iOS 15.3.1,Mobile Safari 15.3,428x926,428x746,,Ethics Dark Patterns,4,No,response-3-quantised,2
8,1650508556471,21/04/2022 02:35:56,1650508555725,-5,20/04/2022 21:35:55,86280,3,questionnaire-j7ji,,21399572,BLIND,6330725,,complete,,,mobile,Apple iPhone,iOS 15.3.1,Mobile Safari 15.3,428x926,428x746,,Ethics Dark Patterns,4,No,response-4,Insurance
9,1650508556471,21/04/2022 02:35:56,1650508555725,-5,20/04/2022 21:35:55,86280,3,questionnaire-j7ji,,21399572,BLIND,6330725,,complete,,,mobile,Apple iPhone,iOS 15.3.1,Mobile Safari 15.3,428x926,428x746,,Ethics Dark Patterns,4,No,response-5-hour,09
10,1650508556471,21/04/2022 02:35:56,1650508555725,-5,20/04/2022 21:35:55,86280,3,questionnaire-j7ji,,21399572,BLIND,6330725,,complete,,,mobile,Apple iPhone,iOS 15.3.1,Mobile Safari 15.3,428x926,428x746,,Ethics Dark Patterns,4,No,response-5-minute,35
11,1650508556471,21/04/2022 02:35:56,1650508555726,-5,20/04/2022 21:35:55,86280,3,questionnaire-j7ji,,21399572,BLIND,6330725,,complete,,,mobile,Apple iPhone,iOS 15.3.1,Mobile Safari 15.3,428x926,428x746,,Ethics Dark Patterns,4,No,response-6,Purchase Optional Flight Protection for $30
12,1650508556471,21/04/2022 02:35:56,1650508555726,-5,20/04/2022 21:35:55,86280,3,questionnaire-j7ji,,21399572,BLIND,6330725,,complete,,,mobile,Apple iPhone,iOS 15.3.1,Mobile Safari 15.3,428x926,428x746,,Ethics Dark Patterns,4,No,response-6-quantised,1
13,1650508556471,21/04/2022 02:35:56,1650508555726,-5,20/04/2022 21:35:55,86280,3,questionnaire-j7ji,,21399572,BLIND,6330725,,complete,,,mobile,Apple iPhone,iOS 15.3.1,Mobile Safari 15.3,428x926,428x746,,Ethics Dark Patterns,4,No,response-7,Insurance
14,1650508556471,21/04/2022 02:35:56,1650508555726,-5,20/04/2022 21:35:55,86280,3,questionnaire-j7ji,,21399572,BLIND,6330725,,complete,,,mobile,Apple iPhone,iOS 15.3.1,Mobile Safari 15.3,428x926,428x746,,Ethics Dark Patterns,4,No,response-8-hour,09
15,1650508556471,21/04/2022 02:35:56,1650508555726,-5,20/04/2022 21:35:55,86280,3,questionnaire-j7ji,,21399572,BLIND,6330725,,complete,,,mobile,Apple iPhone,iOS 15.3.1,Mobile Safari 15.3,428x926,428x746,,Ethics Dark Patterns,4,No,response-8-minute,35
16,1650508556471,21/04/2022 02:35:56,1650508555726,-5,20/04/2022 21:35:55,86280,3,questionnaire-j7ji,,21399572,BLIND,6330725,,complete,,,mobile,Apple iPhone,iOS 15.3.1,Mobile Safari 15.3,428x926,428x746,,Ethics Dark Patterns,4,No,END QUESTIONNAIRE,63804
1,1650508488850,21/04/2022 02:34:48,1650508488631,-5,20/04/2022 21:34:48,86280,3,questionnaire-j7ji,,21399570,BLIND,6330723,,complete,,,mobile,Apple iPhone,iOS 15.4.1,Mobile Safari 15.4,414x736,414x527,,Ethics Dark Patterns,4,No,BEGIN QUESTIONNAIRE,
2,1650508790842,21/04/2022 02:39:50,1650508789825,-5,20/04/2022 21:39:49,86280,3,questionnaire-j7ji,,21399570,BLIND,6330723,,complete,,,mobile,Apple iPhone,iOS 15.4.1,Mobile Safari 15.4,414x736,414x527,,Ethics Dark Patterns,4,No,response-1,Over 74 years old
3,1650508791028,21/04/2022 02:39:51,1650508789828,-5,20/04/2022 21:39:49,86280,3,questionnaire-j7ji,,21399570,BLIND,6330723,,complete,,,mobile,Apple iPhone,iOS 15.4.1,Mobile Safari 15.4,414x736,414x527,,Ethics Dark Patterns,4,No,response-1-quantised,9
4,1650508791028,21/04/2022 02:39:51,1650508789828,-5,20/04/2022 21:39:49,86280,3,questionnaire-j7ji,,21399570,BLIND,6330723,,complete,,,mobile,Apple iPhone,iOS 15.4.1,Mobile Safari 15.4,414x736,414x527,,Ethics Dark Patterns,4,No,response-2-hour,09
5,1650508791028,21/04/2022 02:39:51,1650508789828,-5,20/04/2022 21:39:49,86280,3,questionnaire-j7ji,,21399570,BLIND,6330723,,complete,,,mobile,Apple iPhone,iOS 15.4.1,Mobile Safari 15.4,414x736,414x527,,Ethics Dark Patterns,4,No,response-2-minute,36
6,1650508791028,21/04/2022 02:39:51,1650508789828,-5,20/04/2022 21:39:49,86280,3,questionnaire-j7ji,,21399570,BLIND,6330723,,complete,,,mobile,Apple iPhone,iOS 15.4.1,Mobile Safari 15.4,414x736,414x527,,Ethics Dark Patterns,4,No,response-3,"""No I don't want to protect my $350 trip"""
7,1650508791028,21/04/2022 02:39:51,1650508789828,-5,20/04/2022 21:39:49,86280,3,questionnaire-j7ji,,21399570,BLIND,6330723,,complete,,,mobile,Apple iPhone,iOS 15.4.1,Mobile Safari 15.4,414x736,414x527,,Ethics Dark Patterns,4,No,response-3-quantised,2
8,1650508791028,21/04/2022 02:39:51,1650508789828,-5,20/04/2022 21:39:49,86280,3,questionnaire-j7ji,,21399570,BLIND,6330723,,complete,,,mobile,Apple iPhone,iOS 15.4.1,Mobile Safari 15.4,414x736,414x527,,Ethics Dark Patterns,4,No,response-4,did not purchasing
9,1650508791028,21/04/2022 02:39:51,1650508789828,-5,20/04/2022 21:39:49,86280,3,questionnaire-j7ji,,21399570,BLIND,6330723,,complete,,,mobile,Apple iPhone,iOS 15.4.1,Mobile Safari 15.4,414x736,414x527,,Ethics Dark Patterns,4,No,response-5-hour,09
10,1650508791028,21/04/2022 02:39:51,1650508789828,-5,20/04/2022 21:39:49,86280,3,questionnaire-j7ji,,21399570,BLIND,6330723,,complete,,,mobile,Apple iPhone,iOS 15.4.1,Mobile Safari 15.4,414x736,414x527,,Ethics Dark Patterns,4,No,response-5-minute,40
11,1650508791028,21/04/2022 02:39:51,1650508789828,-5,20/04/2022 21:39:49,86280,3,questionnaire-j7ji,,21399570,BLIND,6330723,,complete,,,mobile,Apple iPhone,iOS 15.4.1,Mobile Safari 15.4,414x736,414x527,,Ethics Dark Patterns,4,No,response-6,Do not purchase Optional Flight Protection for $30
12,1650508791028,21/04/2022 02:39:51,1650508789828,-5,20/04/2022 21:39:49,86280,3,questionnaire-j7ji,,21399570,BLIND,6330723,,complete,,,mobile,Apple iPhone,iOS 15.4.1,Mobile Safari 15.4,414x736,414x527,,Ethics Dark Patterns,4,No,response-6-quantised,2
13,1650508791028,21/04/2022 02:39:51,1650508789830,-5,20/04/2022 21:39:49,86280,3,questionnaire-j7ji,,21399570,BLIND,6330723,,complete,,,mobile,Apple iPhone,iOS 15.4.1,Mobile Safari 15.4,414x736,414x527,,Ethics Dark Patterns,4,No,response-7,did not purchase
14,1650508791028,21/04/2022 02:39:51,1650508789830,-5,20/04/2022 21:39:49,86280,3,questionnaire-j7ji,,21399570,BLIND,6330723,,complete,,,mobile,Apple iPhone,iOS 15.4.1,Mobile Safari 15.4,414x736,414x527,,Ethics Dark Patterns,4,No,response-8-hour,09
15,1650508791028,21/04/2022 02:39:51,1650508789830,-5,20/04/2022 21:39:49,86280,3,questionnaire-j7ji,,21399570,BLIND,6330723,,complete,,,mobile,Apple iPhone,iOS 15.4.1,Mobile Safari 15.4,414x736,414x527,,Ethics Dark Patterns,4,No,response-8-minute,45
16,1650508791028,21/04/2022 02:39:51,1650508789830,-5,20/04/2022 21:39:49,86280,3,questionnaire-j7ji,,21399570,BLIND,6330723,,complete,,,mobile,Apple iPhone,iOS 15.4.1,Mobile Safari 15.4,414x736,414x527,,Ethics Dark Patterns,4,No,END QUESTIONNAIRE,301199
1,1650508155133,21/04/2022 02:29:15,1650508154978,-5,20/04/2022 21:29:14,86280,3,questionnaire-j7ji,,21399540,BLIND,6330720,,complete,,,mobile,Apple iPhone,iOS 15.2,Mobile Safari 15.2,390x844,390x624,,Ethics Dark Patterns,4,No,BEGIN QUESTIONNAIRE,
2,1650508267289,21/04/2022 02:31:07,1650508266696,-5,20/04/2022 21:31:06,86280,3,questionnaire-j7ji,,21399540,BLIND,6330720,,complete,,,mobile,Apple iPhone,iOS 15.2,Mobile Safari 15.2,390x844,390x624,,Ethics Dark Patterns,4,No,response-1,18-24 years old
3,1650508267519,21/04/2022 02:31:07,1650508266698,-5,20/04/2022 21:31:06,86280,3,questionnaire-j7ji,,21399540,BLIND,6330720,,complete,,,mobile,Apple iPhone,iOS 15.2,Mobile Safari 15.2,390x844,390x624,,Ethics Dark Patterns,4,No,response-1-quantised,3
4,1650508267519,21/04/2022 02:31:07,1650508266698,-5,20/04/2022 21:31:06,86280,3,questionnaire-j7ji,,21399540,BLIND,6330720,,complete,,,mobile,Apple iPhone,iOS 15.2,Mobile Safari 15.2,390x844,390x624,,Ethics Dark Patterns,4,No,response-2-hour,21
5,1650508267519,21/04/2022 02:31:07,1650508266699,-5,20/04/2022 21:31:06,86280,3,questionnaire-j7ji,,21399540,BLIND,6330720,,complete,,,mobile,Apple iPhone,iOS 15.2,Mobile Safari 15.2,390x844,390x624,,Ethics Dark Patterns,4,No,response-2-minute,29
6,1650508267519,21/04/2022 02:31:07,1650508266699,-5,20/04/2022 21:31:06,86280,3,questionnaire-j7ji,,21399540,BLIND,6330720,,complete,,,mobile,Apple iPhone,iOS 15.2,Mobile Safari 15.2,390x844,390x624,,Ethics Dark Patterns,4,No,response-3,"""Yes! Please protect my expensive trip for $30"""
7,1650508267519,21/04/2022 02:31:07,1650508266699,-5,20/04/2022 21:31:06,86280,3,questionnaire-j7ji,,21399540,BLIND,6330720,,complete,,,mobile,Apple iPhone,iOS 15.2,Mobile Safari 15.2,390x844,390x624,,Ethics Dark Patterns,4,No,response-3-quantised,1
8,1650508267519,21/04/2022 02:31:07,1650508266699,-5,20/04/2022 21:31:06,86280,3,questionnaire-j7ji,,21399540,BLIND,6330720,,complete,,,mobile,Apple iPhone,iOS 15.2,Mobile Safari 15.2,390x844,390x624,,Ethics Dark Patterns,4,No,response-4,trip insurance for $30 for $350 flight
9,1650508267519,21/04/2022 02:31:07,1650508266699,-5,20/04/2022 21:31:06,86280,3,questionnaire-j7ji,,21399540,BLIND,6330720,,complete,,,mobile,Apple iPhone,iOS 15.2,Mobile Safari 15.2,390x844,390x624,,Ethics Dark Patterns,4,No,response-5-hour,21
10,1650508267519,21/04/2022 02:31:07,1650508266699,-5,20/04/2022 21:31:06,86280,3,questionnaire-j7ji,,21399540,BLIND,6330720,,complete,,,mobile,Apple iPhone,iOS 15.2,Mobile Safari 15.2,390x844,390x624,,Ethics Dark Patterns,4,No,response-5-minute,30
11,1650508267519,21/04/2022 02:31:07,1650508266699,-5,20/04/2022 21:31:06,86280,3,questionnaire-j7ji,,21399540,BLIND,6330720,,complete,,,mobile,Apple iPhone,iOS 15.2,Mobile Safari 15.2,390x844,390x624,,Ethics Dark Patterns,4,No,response-6,Do not purchase Optional Flight Protection for $30
12,1650508267519,21/04/2022 02:31:07,1650508266699,-5,20/04/2022 21:31:06,86280,3,questionnaire-j7ji,,21399540,BLIND,6330720,,complete,,,mobile,Apple iPhone,iOS 15.2,Mobile Safari 15.2,390x844,390x624,,Ethics Dark Patterns,4,No,response-6-quantised,2
13,1650508267519,21/04/2022 02:31:07,1650508266699,-5,20/04/2022 21:31:06,86280,3,questionnaire-j7ji,,21399540,BLIND,6330720,,complete,,,mobile,Apple iPhone,iOS 15.2,Mobile Safari 15.2,390x844,390x624,,Ethics Dark Patterns,4,No,response-7,flight insurance
14,1650508267519,21/04/2022 02:31:07,1650508266699,-5,20/04/2022 21:31:06,86280,3,questionnaire-j7ji,,21399540,BLIND,6330720,,complete,,,mobile,Apple iPhone,iOS 15.2,Mobile Safari 15.2,390x844,390x624,,Ethics Dark Patterns,4,No,response-8-hour,21
15,1650508267519,21/04/2022 02:31:07,1650508266699,-5,20/04/2022 21:31:06,86280,3,questionnaire-j7ji,,21399540,BLIND,6330720,,complete,,,mobile,Apple iPhone,iOS 15.2,Mobile Safari 15.2,390x844,390x624,,Ethics Dark Patterns,4,No,response-8-minute,31
16,1650508267519,21/04/2022 02:31:07,1650508266699,-5,20/04/2022 21:31:06,86280,3,questionnaire-j7ji,,21399540,BLIND,6330720,,complete,,,mobile,Apple iPhone,iOS 15.2,Mobile Safari 15.2,390x844,390x624,,Ethics Dark Patterns,4,No,END QUESTIONNAIRE,111721
END OF FILE
